title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url
A survey on the optimization of large language model-based agents,S Du; J Zhao; J Shi; Z Xie; X Jiang; Y Bai,2026,ACM Computing …,"Existing LLM-based agents utilize various methods such as task decomposition [60], self-relection  [128], memory augmentation [210], and multiagent collaboration [80] to achieve high",https://dl.acm.org/doi/abs/10.1145/3789261,https://dl.acm.org/doi/full/10.1145/3789261,24,"/scholar?cites=11666181406528668769&as_sdt=5,33&sciodt=0,33&hl=en"
Anymac: Cascading flexible multi-agent collaboration via next-agent prediction,S Wang; Z Tan; Z Chen; S Zhou,2025,Proceedings of the 2025 …,"As introduced in Section 3, we formulate the problem of LLM-based multi-agent collaboration  as a sequential decision process. Our framework, ANYMAC, dynamically constructs a",https://aclanthology.org/2025.emnlp-main.584/,https://aclanthology.org/2025.emnlp-main.584.pdf,11,"/scholar?cites=11218558540296411381&as_sdt=5,33&sciodt=0,33&hl=en"
Large language model-based agents for software engineering: A survey,J Liu; K Wang; Y Chen; X Peng; Z Chen,2024,ACM Transactions on …,"In summary, multi-agent collaboration approaches enhance RE phases by simulating real-world  team dynamics through role-playing and communication mechanisms. This allows",https://dl.acm.org/doi/abs/10.1145/3796507,https://dl.acm.org/doi/pdf/10.1145/3796507,193,"/scholar?cites=10431165992050133755&as_sdt=5,33&sciodt=0,33&hl=en"
Maporl: Multi-agent post-co-training for collaborative large language models with reinforcement learning,C Park; S Han; X Guo; AE Ozdaglar,2025,Proceedings of the …,The shift from single-agent to multi-agent systems introduces new dimensions and  effective  collaboration among LLM agents. Recent approaches to multi-LLM collaboration mostly rely,https://aclanthology.org/2025.acl-long.1459/,https://aclanthology.org/2025.acl-long.1459.pdf,52,"/scholar?cites=6548833441766274762&as_sdt=5,33&sciodt=0,33&hl=en"
Cooperation Breakdown in LLM Agents Under Communication Delays,K Nishimoto; K Asatani; I Sakata,2026,arXiv preprint arXiv:2602.11754,"cooperation. Specifically, we conduct simulation experiments involving two LLMequipped  agents  For several LLM models, even without explicitly instructing agents to exploit delays, we",https://arxiv.org/abs/2602.11754,https://arxiv.org/pdf/2602.11754,0,
DAWN: Distributed LLM Multi-Agent Workflow Synthesis,G Wan; M Zhou; Z Wang; X Shang; EH Jiang,2026,Proceedings of the …,"first to systematically study distributed multi-agent workflow  specialization conflict, where  agents optimized for different task dis shift, where locally optimal agent interaction graphs fail to",https://ojs.aaai.org/index.php/AAAI/article/view/39812,https://ojs.aaai.org/index.php/AAAI/article/view/39812/43773,0,
MetaGPT: Meta programming for a multi-agent collaborative framework,S Hong; M Zhuge; J Chen; X Zheng,2023,The twelfth …,#NAME?,https://openreview.net/forum?id=VtmBAGCN7o&utm_source=chatgpt.com,https://openreview.net/pdf?id=VtmBAGCN7o,2304,"/scholar?cites=9253729440437341878&as_sdt=5,33&sciodt=0,33&hl=en"
Balancing autonomy and alignment: A multi-dimensional taxonomy for autonomous LLM-powered multi-agent architectures,T Händler,2023,arXiv preprint arXiv:2310.03659,"the collaboration between the LLM-powered agents. Thereby, LLM-powered multi-agent  systems  One of the central challenges for the effective operation of LLM-powered multi-agent",https://arxiv.org/abs/2310.03659,https://arxiv.org/pdf/2310.03659,60,"/scholar?cites=14274389343103175589&as_sdt=5,33&sciodt=0,33&hl=en"
An Accountability-Based Architectural Tactic for Agent Cooperation in LLM-Based Multi-Agent Systems,M Becattini; R Verdecchia,2025,2025 IEEE International …,"We introduce Tool as an architectural component, recognizing that LLM agents oper Agent  Types declare tool access permissions and usage protocols. Agent Types also specify LLM",https://ieeexplore.ieee.org/abstract/document/11402340/,,0,
"MechAgents: Large language model multi-agent collaborations can solve mechanics problems, generate new data, and integrate knowledge",B Ni; MJ Buehler,2024,Extreme Mechanics Letters,"of agents with enhanced division of labor among planning, formulating, coding, executing  and criticizing the process and results. The agents  among diverse agents, opening novel",https://www.sciencedirect.com/science/article/pii/S2352431624000117,https://www.sciencedirect.com/science/article/am/pii/S2352431624000117,146,"/scholar?cites=13635405768788113747&as_sdt=5,33&sciodt=0,33&hl=en"
Layered chain-of-thought prompting for multi-agent llm systems: A comprehensive approach to explainable large language models,M Sanwal,2025,arXiv preprint arXiv:2501.18645,"By integrating references from recent arXiv papers on interactive explainability, multi-agent  frameworks, and agent-based collaboration, we illustrate how Layered-CoT paves the way",https://arxiv.org/abs/2501.18645,https://arxiv.org/pdf/2501.18645,56,"/scholar?cites=34577479784054233&as_sdt=5,33&sciodt=0,33&hl=en"
Agentfm: Role-aware failure management for distributed databases with llm-driven multi-agents,L Zhang; Y Zhai; T Jia; X Huang; C Duan,2025,Proceedings of the 33rd …,"within distributed databases [4, 13, 27]. Therefore, we propose a role-aware, LLM-driven  multi-agent  framework for distributed databases, powered by LLM-driven multi-agent systems.",https://dl.acm.org/doi/abs/10.1145/3696630.3728492,https://dl.acm.org/doi/pdf/10.1145/3696630.3728492,22,"/scholar?cites=13856130374611317096&as_sdt=5,33&sciodt=0,33&hl=en"
Chain of agents: Large language models collaborating on long-context tasks,Y Zhang; R Sun; Y Chen; T Pfister,2024,Advances in Neural …,"In this paper, we propose Chain-of-Agents, a multi-agent LLM collaboration framework  for solving long context tasks. It is a training free, task/length agnostic, interpretable, and cost-",https://proceedings.neurips.cc/paper_files/paper/2024/hash/ee71a4b14ec26710b39ee6be113d7750-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/ee71a4b14ec26710b39ee6be113d7750-Paper-Conference.pdf,230,"/scholar?cites=15703702160570166190&as_sdt=5,33&sciodt=0,33&hl=en"
Audit-llm: Multi-agent collaboration for log-based insider threat detection,C Song; L Ma; J Zheng; J Liao; H Kuang,2024,arXiv preprint arXiv …,"-LLM, a multi-agent log-based insider threat detection framework comprising three collaborative  agents: (i) the Decomposer agent,  ; (ii) the Tool Builder agent, creating reusable tools for",https://arxiv.org/abs/2408.08902,https://arxiv.org/pdf/2408.08902?,58,"/scholar?cites=1011837628020352830&as_sdt=5,33&sciodt=0,33&hl=en"
Agentic LLMs in the supply chain: towards autonomous multi-agent consensus-seeking,V Jannelli; S Schoepf; M Bickel; T Netland,2026,International Journal of …,"Language Model agents (LLM agents), could overcome these barriers. This paper explores  how LLM agents can  chain coordination agent systems, focussing on the efficient division of",https://www.tandfonline.com/doi/abs/10.1080/00207543.2025.2604311,https://www.tandfonline.com/doi/full/10.1080/00207543.2025.2604311,30,"/scholar?cites=11746026504205669177&as_sdt=5,33&sciodt=0,33&hl=en"
Llms working in harmony: A survey on the technological aspects of building effective llm-based multi agent systems,RM Aratchige; W Ilmini,2025,arXiv preprint arXiv:2504.01963,"for developing effective Large Language Model (LLM)based multi-agent systems. Aiming to   , real-time response challenges, and agent coordination constraints—we provide a detailed",https://arxiv.org/abs/2504.01963,https://arxiv.org/pdf/2504.01963?,25,"/scholar?cites=8582832746674589423&as_sdt=5,33&sciodt=0,33&hl=en"
When Numbers Start Talking: Implicit Numerical Coordination Among LLM-Based Agents,A Buscemi; D Proverbio; A Di Stefano; TA Han,2026,arXiv preprint arXiv …,"However, their sacrifice details on LLM settings and communication is favour of analytical  tractability. Instead, we aim at studying the full complexity of LLM agents and their",https://arxiv.org/abs/2601.03846,https://arxiv.org/pdf/2601.03846,1,"/scholar?cites=5841853348271056622&as_sdt=5,33&sciodt=0,33&hl=en"
A survey on llm-based multi-agent system: Recent advances and new frontiers in application,S Chen; Y Liu; W Han; W Zhang; T Liu,2024,arXiv preprint arXiv:2412.17481,"We first discuss the definition of LLM-MAS, a framework encompassing  of LLM-MAS in (i)  solving complex tasks, (ii) simulating specific scenarios, and (iii) evaluating generative agents.",https://arxiv.org/abs/2412.17481,https://arxiv.org/pdf/2412.17481?,50,"/scholar?cites=3700910795457053604&as_sdt=5,33&sciodt=0,33&hl=en"
Cmat: A multi-agent collaboration tuning framework for enhancing small language models,X Liang; Y He; M Tao; Y Xia; J Wang; T Shi,2024,arXiv preprint arXiv …,These areas include seamless LLM integration into OS with an emphasis on security and  user interaction; proficiency in real DB operations using SQL [32]; task execution on the,https://arxiv.org/abs/2404.01663,https://arxiv.org/pdf/2404.01663,48,"/scholar?cites=14959711385117129567&as_sdt=5,33&sciodt=0,33&hl=en"
"SagaLLM: context management, validation, and transaction guarantees for multi-agent LLM planning",EY Chang; L Geng,2025,arXiv preprint arXiv:2503.11951,SagaLLM addresses the challenge of ensuring transactional coherence in distributed LLM  agent environments characterized by stateless operations and partial context loss. While,https://arxiv.org/abs/2503.11951,https://arxiv.org/pdf/2503.11951?,26,"/scholar?cites=2487248237995139426&as_sdt=5,33&sciodt=0,33&hl=en"
Recommender systems meet large language model agents: A survey,X Zhu; Y Wang; H Gao; W Xu; C Wang; Z Liu,2025,… and Trends® in …,"the collaboration between LLM-based AI agents (LLM Agent)  the components of LLM agents  and the applications of LLMs  LLM agents and recommender systems, illustrating how LLM",https://www.emerald.com/ftsec/article/7/4/247/1324610,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5062105,32,"/scholar?cites=4993836381320945442&as_sdt=5,33&sciodt=0,33&hl=en"
Language Model Teams as Distributed Systems,E Mieczkowski; KM Collins; I Sucholutsky,2026,arXiv preprint arXiv …,"We tested these correspondences by assigning teams of LLM agents to three collaborative  coding tasks: implementing a math utilities library, analyzing simulated data, and rendering",https://arxiv.org/abs/2603.12229,https://arxiv.org/pdf/2603.12229,0,
Latent collaboration in multi-agent systems,J Zou; X Yang; R Qiu; G Li; K Tieu; P Lu; K Shen,2025,arXiv preprint arXiv …,"Our method enables LLM agents within the system to (i) perform super-expressive  thoughts generation in the latent space (Section 3.1), (ii) preserve and transfer each",https://arxiv.org/abs/2511.20639,https://arxiv.org/pdf/2511.20639,18,"/scholar?cites=12353874969427601411&as_sdt=5,33&sciodt=0,33&hl=en"
OMAC: A Broad Optimization Framework for LLM-Based Multi-Agent Collaboration,S Li; H Hasson; J Ghosh,2025,arXiv preprint arXiv:2505.11765,"existing agents and constructing new agents tailored for collaboration.  1 LLM-based controllers  to manage collaboration structures,  agent teams, dynamic agent selection for individual",https://arxiv.org/abs/2505.11765,https://arxiv.org/pdf/2505.11765,1,"/scholar?cites=7652959326788078102&as_sdt=5,33&sciodt=0,33&hl=en"
Reso: A reward-driven self-organizing llm-based multi-agent system for reasoning tasks,H Zhou; H Geng; X Xue; L Kang; Y Qin,2025,Proceedings of the …,"LLM agent? Specifically, can the reward signal given to the model by our CRM in each step  of cooperation  This means a dynamic agent cooperation network, where agents can not only",https://aclanthology.org/2025.emnlp-main.808/,https://aclanthology.org/2025.emnlp-main.808.pdf,23,"/scholar?cites=8776977979822242523&as_sdt=5,33&sciodt=0,33&hl=en"
Many heads are better than one: Improved scientific idea generation by a llm-based multi-agent system,H Su; R Chen; S Tang; Z Yin; X Zheng; J Li,2025,Proceedings of the …,"We further investigate the collaboration mechanisms that contribute to its tendency to  produce ideas with higher novelty, offering valuable insights to guide future research and",https://aclanthology.org/2025.acl-long.1368/,https://aclanthology.org/2025.acl-long.1368.pdf,48,"/scholar?cites=5785038883851545645&as_sdt=5,33&sciodt=0,33&hl=en"
Modular task decomposition and dynamic collaboration in multi-agent systems driven by large language models,S Pan; D Wu,2025,arXiv preprint arXiv:2511.01149,The core idea of the proposed multi-agent architecture is to modularly decompose complex  tasks using a large language model and achieve dynamic collaboration based on this,https://arxiv.org/abs/2511.01149,https://arxiv.org/pdf/2511.01149,18,"/scholar?cites=266116288613128936&as_sdt=5,33&sciodt=0,33&hl=en"
An llm-based framework for biomedical terminology normalization in social media via multi-agent collaboration,Y Fan; K Xue; Z Li; X Zhang; T Ruan,2025,Proceedings of the 31st …,"an LLM to rank documents effectively based on user queries. We propose a training-free  LLM-based multi-agent collaboration  Specifically, we introduce a terminology expert agent that",https://aclanthology.org/2025.coling-main.714/,https://aclanthology.org/2025.coling-main.714.pdf,12,"/scholar?cites=9787011947142135630&as_sdt=5,33&sciodt=0,33&hl=en"
Learning to deliberate: Meta-policy collaboration for agentic llms with multi-agent reinforcement learning,W Yang; J Thomason,2026,Proceedings of the AAAI Conference on Artificial …,"In this paper, we present MPDF, a meta-policy deliberation framework for multi-agent LLM  collaboration, enabling agents to strategically adjust their behavior based on cognitive states.",https://ojs.aaai.org/index.php/AAAI/article/view/40228,https://ojs.aaai.org/index.php/AAAI/article/download/40228/44189,11,"/scholar?cites=14256938901637733298&as_sdt=5,33&sciodt=0,33&hl=en"
A Large language model-based multi-agent manufacturing system for intelligent shopfloors,Z Zhao; D Tang; C Liu; L Wang; Z Zhang; H Zhu,2026,Advanced Engineering …,"However, conventional agent  Language Model-based (LLM-based) multi-agent manufacturing  system for intelligent shopfloor management. By defining the diverse modules of agents",https://www.sciencedirect.com/science/article/pii/S1474034625007815,https://arxiv.org/pdf/2405.16887,33,"/scholar?cites=9269389349329070544&as_sdt=5,33&sciodt=0,33&hl=en"
MUTUAL INFLUENCE AI: TRUST-BASED COOPERATION MECHANISMS FOR LLM MULTI-AGENT SYSTEMS.,V OUJEZSKY; P Novák,2025,Advances in Electrical & Electronic …,"Problem setting: We consider a team of n LLM agents interacting in discrete rounds t = 0, 1,...  . Agent i maintains trust si←j(t) ∈ [0, 1] for each peer j ̸= i and updates it by an exponential","https://advances.vsb.cz/uploads/articles/2025/Vol%2023,%20No%204/Mutual%20Influence%20AI%20Trust-Based%20Cooperation%20Mechanisms%20for%20LLM%20Multi-Agent%20Systems.pdf","https://advances.vsb.cz/uploads/articles/2025/Vol%2023,%20No%204/Mutual%20Influence%20AI%20Trust-Based%20Cooperation%20Mechanisms%20for%20LLM%20Multi-Agent%20Systems.pdf",0,
Coevolving with the other you: Fine-tuning llm with sequential cooperative multi-agent reinforcement learning,H Ma; T Hu; Z Pu; B Liu; X Ai,2024,Advances in Neural …,"To enable collaboration between the two LLM agents for improved response generation,  we introduce a knowledge transfer mechanism. Given a query denoted as s0, the pioneer acts",https://proceedings.neurips.cc/paper_files/paper/2024/hash/1c2b1c8f7d317719a9ce32dd7386ba35-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/1c2b1c8f7d317719a9ce32dd7386ba35-Paper-Conference.pdf,64,"/scholar?cites=38914403760541029&as_sdt=5,33&sciodt=0,33&hl=en"
"When large language model agents meet 6G networks: Perception, grounding, and alignment",M Xu; D Niyato; J Kang; Z Xiong; S Mao,2024,IEEE Wireless …,"Additionally, it is crucial to address the model privacy concerns that may arise during  collaboration between mobile and edge LLM agents. This will help prevent any potential infor",https://ieeexplore.ieee.org/abstract/document/10648594/,https://arxiv.org/pdf/2401.07764,131,"/scholar?cites=17899299391880469866&as_sdt=5,33&sciodt=0,33&hl=en"
DR. WELL: Dynamic Reasoning and Learning with Symbolic World Model for Embodied LLM-Based Multi-Agent Collaboration,N Nourzad; H Yang; S Chen; C Joe-Wong,2025,arXiv preprint arXiv …,• We demonstrate that integrating symbolic reasoning with embodied LLM planning  improves coordination efficiency and success rate in cooperative multi-agent environments.,https://arxiv.org/abs/2511.04646,https://arxiv.org/pdf/2511.04646,0,
Self-organized agents: A llm multi-agent framework toward ultra large-scale code generation and optimization,Y Ishibashi; Y Nishimura,2024,arXiv preprint arXiv:2404.02183,"is possible with LLM agents, we propose SoA, a novel multi-agent framework that harnesses  the power of self-organization and collaboration. While we intentionally adopted simple",https://arxiv.org/abs/2404.02183,https://arxiv.org/pdf/2404.02183?,98,"/scholar?cites=12796861780616256826&as_sdt=5,33&sciodt=0,33&hl=en"
Communication Enables Cooperation in LLM Agents: A Comparison with Curriculum-Based Approaches,H Madmoun; S Lahlou,2026,Proceedings of the 19th Conference of …,Eliciting cooperation in multi-agent LLM systems is critical for  communication as a robust  coordination mechanism. In  progressively complex games reduced agent payoffs by 27.4% in,https://aclanthology.org/2026.eacl-short.23/,https://aclanthology.org/2026.eacl-short.23.pdf,1,"/scholar?cites=8118187840871511860&as_sdt=5,33&sciodt=0,33&hl=en"
AgentSGEN: Multi-Agent LLM in the Loop for Semantic Collaboration and GENeration of Synthetic Data,VD Xuan; H Vo; D Murphy; HD Nguyen,2025,arXiv preprint arXiv:2505.13466,"To address these shortcomings, we propose a multi-agent framework that augments the   guided by two LLM agents: an Evaluator and an Editor. The Evaluator agent interprets user",https://arxiv.org/abs/2505.13466,https://arxiv.org/pdf/2505.13466,3,"/scholar?cites=13456985560482309460&as_sdt=5,33&sciodt=0,33&hl=en"
LLM agents for smart city management: Enhancing decision support through multi-agent AI systems,A Kalyuzhnaya; S Mityagin; E Lutsenko; A Getmanov,2025,Smart Cities,"of LLM agents in smart city management, leveraging both the inherent language processing  abilities of LLMs and the distributed problem solving capabilities of multi-agent systems for",https://www.mdpi.com/2624-6511/8/1/19,https://www.mdpi.com/2624-6511/8/1/19,53,"/scholar?cites=6035672886755458924&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of ai agent protocols,Y Yang; H Chai; Y Song; S Qi; M Wen; N Li,2025,arXiv preprint arXiv …,"Finally, we explore the future landscape of LLM agent  agent collaboration within enterprise  environments, laying the foundation for broader and more comprehensive agent cooperation",https://arxiv.org/abs/2504.16736,https://arxiv.org/pdf/2504.16736,144,"/scholar?cites=10312449178314490774&as_sdt=5,33&sciodt=0,33&hl=en"
Agent-oriented planning in multi-agent systems,A Li; Y Xie; S Li; F Tsung; B Ding; Y Li,2024,arXiv preprint arXiv:2410.02189,"Through the collaboration of multiple agents possessing diverse expertise and tools,  We  use GPT-4o as the employed LLM for all agents, and the used prompt are provided in Appendix",https://arxiv.org/abs/2410.02189,https://arxiv.org/pdf/2410.02189,49,"/scholar?cites=11939635814372262468&as_sdt=5,33&sciodt=0,33&hl=en"
Prospect personalized recommendation on large language model-based agent platform,J Zhang; K Bao; W Wang; Y Zhang; W Shi; W Xu,2024,arXiv preprint arXiv …,"Rec4Agentverse emphasizes the collaboration between Agent Items and Agent Recommender,  thereby promoting personalized information services and enhancing the exchange of",https://arxiv.org/abs/2402.18240,https://arxiv.org/pdf/2402.18240,41,"/scholar?cites=1492556267650921375&as_sdt=5,33&sciodt=0,33&hl=en"
Enabling synergistic knowledge sharing and reasoning in large language models with collaborative multi-agents,A Das; SC Chen; ML Shyu,2023,… on Collaboration and …,"-driven systems built on LLMs extend reasoning from in-context learning to distributing the  cognitive load on a collection of agents, where each agent is an instance of the LLM [5]. Each",https://ieeexplore.ieee.org/abstract/document/10429926/,https://par.nsf.gov/servlets/purl/10523458,17,"/scholar?cites=14438302286738202082&as_sdt=5,33&sciodt=0,33&hl=en"
From Competition to Coordination: Market Making as a Scalable Framework for Safe and Aligned Multi-Agent LLM Systems,B Gho; S Muppavarapu; A Shaik; T Tsay,2025,arXiv preprint arXiv …,#NAME?,https://arxiv.org/abs/2511.17621,https://arxiv.org/pdf/2511.17621,0,
Evolution of Cooperation in LLM-Agent Societies: A Preliminary Study Using Different Punishment Strategies,K Warnakulasuriya; P Dissanayake; N De Silva,2025,… on Coordination …,", modelled with novel LLM agents, which have been  these LLM agents behave similarly  as shown in the abstract mathematical simulation studies. Our findings suggest that LLM agents",https://link.springer.com/chapter/10.1007/978-3-032-17542-7_7,https://arxiv.org/pdf/2504.19487,0,
Large language models empowered agent-based modeling and simulation: A survey and perspectives,C Gao; X Lan; N Li; Y Yuan; J Ding; Z Zhou,2024,Humanities and Social …,landscape and emerging trends using LLM agents for ABMS. (2)  to agent-based modeling  simulation and uses LLM agents  found some papers that use an LLM agent as an assistant or,https://www.nature.com/articles/s41599-024-03611-3,https://www.nature.com/articles/s41599-024-03611-3,327,"/scholar?cites=10026913008534034469&as_sdt=5,33&sciodt=0,33&hl=en"
From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,Y Xie; C Zhu; X Zhang; T Zhu; D Ye; M Qi,2026,arXiv preprint arXiv …,#NAME?,https://arxiv.org/abs/2603.04474,https://arxiv.org/pdf/2603.04474,0,
Cut the crap: An economical communication pipeline for llm-based multi-agent systems,G Zhang; Y Yue; Z Li; S Yun; G Wan; K Wang,2024,arXiv preprint arXiv …,"for LLM-powered multi-agent systems, dubbed AgentPrune, which can be smoothly incorporated  within various existing LLM this setting to the multi-agent collaboration framework, using",https://arxiv.org/abs/2410.02506,https://arxiv.org/pdf/2410.02506,145,"/scholar?cites=1944541303192862019&as_sdt=5,33&sciodt=0,33&hl=en"
"Conformity, confabulation, and impersonation: Persona inconstancy in multi-agent LLM collaboration",R Baltaji; B Hemmatian; L Varshney,2024,Proceedings of the 2nd …,"within multi-agent LLM systems. Drawing on simulations of inter-cultural collaboration and  debate, we analyze agents’  Our findings suggest that multi-agent discussions can encourage",https://aclanthology.org/2024.c3nlp-1.2/,https://aclanthology.org/2024.c3nlp-1.2.pdf,18,"/scholar?cites=5623783369695860107&as_sdt=5,33&sciodt=0,33&hl=en"
"Multi-Agent Reinforcement Learning with LLMs: A Comprehensive Review of Communication, Coordination, and Policy Adaptation",DH Arachchige; SM Peiris,2025,2025 3rd International Conference …,"flaws, primarily the underuse of LLM capabilities for coordination and human-interpretable   article highlight areas for more investigation to improve agent collaboration and scalability.",https://ieeexplore.ieee.org/abstract/document/11258284/,https://ieeexplore.ieee.org/iel8/11257867/11257868/11258284.pdf,0,
ProtAgents: protein discovery via large language model multi-agent collaborations combining physics and machine learning,A Ghafarollahi; MJ Buehler,2024,Digital Discovery,"Moreover, a generic structure showing the dynamic collaboration between the team of  agents proposed in the current study is depicted in Fig. 2. Further details can be found in the",https://pubs.rsc.org/en/content/articlehtml/2024/dd/d4dd00013g,https://pubs.rsc.org/en/content/articlehtml/2024/dd/d4dd00013g,157,"/scholar?cites=13800110467043355978&as_sdt=5,33&sciodt=0,33&hl=en"
Marti: A framework for multi-agent llm systems reinforced training and inference,K Zhang; K Tian; R Liu; S Zeng; X Zhu,2025,The Fourteenth …,"each agent, we initiate distributed training of agent policy models. The training leverages  adapted implementations from OpenRLHF, supporting various reinforcement learning",https://openreview.net/forum?id=E7jZqo0A50,https://openreview.net/pdf?id=E7jZqo0A50,8,"/scholar?cites=3601862652740177592&as_sdt=5,33&sciodt=0,33&hl=en"
Xuat-copilot: Multi-agent collaborative system for automated user acceptance testing with large language model,Z Wang; W Wang; Z Li; L Wang; C Yi; X Xu,2024,arXiv preprint arXiv …,"comes from a group of LLM-based embodied agents [13, 16, 31,  focus on developing  LLM-powered multi-agent system. Most  Another schema is disordered cooperation, where agents",https://arxiv.org/abs/2401.02705,https://arxiv.org/pdf/2401.02705,18,"/scholar?cites=7365959795921567232&as_sdt=5,33&sciodt=0,33&hl=en"
Enhancing llm qos through cloud-edge collaboration: A diffusion-based multi-agent reinforcement learning approach,Z Yao; Z Tang; W Yang; W Jia,2025,IEEE Transactions on Services …,"Although caching LLM request results at the edge using  LLM QoS Optimization (VELO)  framework that caches LLM  Unlike methods that modify LLMs directly, VELO leaves the LLM",https://ieeexplore.ieee.org/abstract/document/10970093/,https://www.zhiqingtang.com/wp-content/uploads/2025/06/TSC2025.pdf,16,"/scholar?cites=17838409703105698121&as_sdt=5,33&sciodt=0,33&hl=en"
CROSSAGENTIE: Cross-Type and Cross-Task Multi-Agent LLM Collaboration for Zero-Shot Information Extraction,M Lu; Y Xie; Z Bi; S Cao; X Wang,2025,Findings of the Association for …,"CROSSAGENTIE, a multi-agent LLM collaboration framework  , CROSSAGENTIE equips  type agents with domain-specific  -tuning that distills the multi-agent outputs into a single model.",https://aclanthology.org/2025.findings-acl.718/,https://aclanthology.org/2025.findings-acl.718.pdf,1,"/scholar?cites=9147510728528101125&as_sdt=5,33&sciodt=0,33&hl=en"
"Enhancing llm code generation: A systematic evaluation of multi-agent collaboration and runtime debugging for improved accuracy, reliability, and latency",N Ashrafi; S Bouktif; M Mediani,2025,arXiv preprint arXiv:2505.02133,"Building on this foundation, our framework facilitates collaboration among three distinct LLM  agents within a structured workflow. The Analyst Agent begins by decomposing the coding",https://arxiv.org/abs/2505.02133,https://arxiv.org/pdf/2505.02133,16,"/scholar?cites=16708398311069058928&as_sdt=5,33&sciodt=0,33&hl=en"
Optima: Optimizing effectiveness and efficiency for llm-based multi-agent system,W Chen; J Yuan; C Qian; C Yang; Z Liu,2025,Findings of the …,", we address a critical challenge in LLM-based MAS: agents often produce responses in a   scenarios without external tools to isolate core multi-agent communication and collaboration",https://aclanthology.org/2025.findings-acl.601/,https://aclanthology.org/2025.findings-acl.601.pdf,52,"/scholar?cites=15918288225463139761&as_sdt=5,33&sciodt=0,33&hl=en"
Towards LLM-augmented multiagent systems for agile software engineering,K Cinkusz; JA Chudziak,2024,Proceedings of the 39th IEEE/ACM …,"for agent profiling, and Theory of Mind to enhance collaboration. The  agents playing roles  such as developers, executors, quality checkers, and methodology reviewers. These agents",https://dl.acm.org/doi/abs/10.1145/3691620.3695336,https://dl.acm.org/doi/pdf/10.1145/3691620.3695336,28,"/scholar?cites=14880677050421737508&as_sdt=5,33&sciodt=0,33&hl=en"
Llm experiments with simulation: Large language model multi-agent system for simulation model parametrization in digital twins,Y Xia; D Dittler; N Jazdi; H Chen,2024,2024 IEEE 29th …,"Agents level: Recent studies [12],[13] have explored frameworks to design LLM agents  playing different roles in task-oriented coordination within simulated social environments,",https://ieeexplore.ieee.org/abstract/document/10710900/,https://arxiv.org/pdf/2405.18092,51,"/scholar?cites=12604159467627458046&as_sdt=5,33&sciodt=0,33&hl=en"
Optimizing collaboration of llm based agents for finite element analysis,C Tian; Y Zhang,2024,arXiv e-prints,merely increasing the number of agents. Effective collaboration among agents is shown to  be crucial  This research demonstrates the potential of LLM multi-agent systems to enhance,https://ui.adsabs.harvard.edu/abs/2024arXiv240813406T/abstract,,11,"/scholar?cites=3253002223649845779&as_sdt=5,33&sciodt=0,33&hl=en"
Llm-powered decentralized generative agents with adaptive hierarchical knowledge graph for cooperative planning,H Yang; J Chen; M Siew; T Lorido-Botran,2025,arXiv preprint arXiv …,"No standardized metric exists for evaluating cooperation among LLM agents, and extensive  modifications to benchmarks are often required. Testing with environment-specific prompts",https://arxiv.org/abs/2502.05453,https://arxiv.org/pdf/2502.05453,26,"/scholar?cites=13167072556856927454&as_sdt=5,33&sciodt=0,33&hl=en"
"Camel: Communicative agents for"" mind"" exploration of large language model society",G Li; H Hammoud; H Itani,2023,Advances in neural …,"to facilitate autonomous cooperation among communicative agents, and provides insight   of achieving autonomous cooperation, we propose a novel communicative agent framework",https://proceedings.neurips.cc/paper/2023/hash/a3621ee907def47c1b952ade25c67698-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/a3621ee907def47c1b952ade25c67698-Paper-Conference.pdf,1801,"/scholar?cites=3976259482297250805&as_sdt=5,33&sciodt=0,33&hl=en"
DREAM: Distributed Regional Efficient Agent Management with LLMs for Online Multi-Agent Pathfinding,R Yang; R Gupta,2025,ACM SIGOPS Operating Systems Review,"We propose a new decentralized way to solve MAPF with the LLM agents directly as  multiple  agents. In this paper, we proposed the idea of adaptively managed regional LLM agents to",https://dl.acm.org/doi/abs/10.1145/3759441.3759446,https://dl.acm.org/doi/pdf/10.1145/3759441.3759446,0,
From llm reasoning to autonomous ai agents: A comprehensive review,MA Ferrag; N Tihanyi; M Debbah,2025,arXiv preprint arXiv:2504.19678,"agent-to-agent collaboration protocols, namely the Agent  on Personal LLM Agents LLM-based  agents that deeply inte and design choices underlying Personal LLM Agents, informed by",https://arxiv.org/abs/2504.19678,https://arxiv.org/pdf/2504.19678?,166,"/scholar?cites=18364990593051905415&as_sdt=5,33&sciodt=0,33&hl=en"
